Job Title,Job URL,Company Name,Compnay URL,Exp,Salary,Location,Skills,Posted
Manager/Assistant Manager- Analytics ( Data Scientist ),https://www.naukri.com/job-listings-manager-assistant-manager-analytics-data-scientist-bob-financial-solutions-ltd-mumbai-all-areas-3-to-8-years-090621000419?src=jobsearchDesk&sid=16233957827611842_2&xp=9&px=3,BOB Financial Solutions Ltd,https://www.naukri.com/bob-financial-solutions-jobs-careers-4775660,3-8 Yrs,Not disclosed,Mumbai,Data Science|Algorithms|NoSQL|Decision Sciences|Big Data|Statistics|Deep Learning|SQL,2 Days Ago
Senior Data Scientist - SQL/Spark/Python,https://www.naukri.com/job-listings-senior-data-scientist-sql-spark-python-datamatics-business-solutions-mumbai-thane-navi-mumbai-4-to-8-years-191120901291?src=jobsearchDesk&sid=16233957827611842_2&xp=10&px=3,Datamatics Business Solutions,https://www.naukri.com/premium-jobs-jobs-careers-678662,4-8 Yrs,Not disclosed,"Mumbai, Thane, Navi Mumbai",Spark|Machine Learning|java programming|SaaS|Hadoop|Relational Database|Kafka|elastic search,1 Day Ago
Only Fresher / Data Scientist /  Data Analyst / Analytics - MNC OSC,https://www.naukri.com/job-listings-only-fresher-data-scientist-data-analyst-analytics-mnc-osc-gaba-consultancy-services-chandigarh-indore-lucknow-0-to-0-years-100621001685?src=jobsearchDesk&sid=16233957827611842_2&xp=11&px=3,GABA Consultancy services,https://www.naukri.com/gaba-consultancy-services-jobs-careers-1379744,0-0 Yrs,"2,25,000 - 4,75,000 PA.","Chandigarh, Indore, Lucknow",O2C|fresher data analyst|Power Bi|Banking|Data Management|Tableau|Marketing Analytics|graduate fresher,
Amazon Hyderbad is Hiring For Quality Specialist- LMAQ,https://www.naukri.com/job-listings-amazon-hyderbad-is-hiring-for-quality-specialist-lmaq-amazon-development-centre-india-pvt-ltd-hyderabad-secunderabad-0-to-4-years-040621003716?src=jobsearchDesk&sid=16233957827611842_2&xp=12&px=3,Amazon Development Centre (India) Pvt. Ltd.,https://www.naukri.com/amazon-development-centre-india-jobs-careers-194374,0-4 Yrs,"3,25,000 - 4,00,000 PA.",Hyderabad,Origin|Data Science|Data Presentation|Performance Metrics|Excel|Word|Process Optimization|Product Engineering,1 Day Ago
Senior Product Manager,https://www.naukri.com/job-listings-senior-product-manager-cxsearch-global-partners-llp-bangalore-bengaluru-5-to-10-years-100621008137?src=jobsearchDesk&sid=16233957827611842_2&xp=13&px=3,CXSEARCH GLOBAL PARTNERS LLP,https://www.naukri.com/cxsearch-global-partners-jobs-careers-5068218,5-10 Yrs,Not disclosed,Bangalore,Product Strategy|Commercial|Data Science|Product Management|Go-to-market Strategy|Product Marketing,
Predictive Analytics Manager,https://www.naukri.com/job-listings-predictive-analytics-manager-ave-promagne-chennai-bangalore-bengaluru-remote-4-to-8-years-090621900210?src=jobsearchDesk&sid=16233957827611842_2&xp=14&px=3,AVE-Promagne,https://www.naukri.com/premium-jobs-jobs-careers-678662,4-8 Yrs,Not disclosed,"Chennai, Bangalore, Remote",IT Skills|Python|Tableau|Data Science|R|Excel|Statistical Programming|Statistics,2 Days Ago
"Data Engineer || Azure Databricks, ADF  & Python Exp need",https://www.naukri.com/job-listings-data-engineer-azure-databricks-adf-python-exp-need-rm-global-consulting-pune-4-to-9-years-210521003454?src=jobsearchDesk&sid=16233957827611842_2&xp=15&px=3,RM Global Consulting,https://www.naukri.com/rm-global-consulting-jobs-careers-1260772,4-9 Yrs,"12,00,000 - 16,00,000 PA.",Pune,databricks|Python|Communication|Azure Data Factory|SQL|Azure Data Bricks|IT Skills|Azure,
Vessel Performance Data Scientist,https://www.naukri.com/job-listings-vessel-performance-data-scientist-maersk-tankers-india-private-limited-mumbai-all-areas-4-to-7-years-090621002737?src=jobsearchDesk&sid=16233957827611842_2&xp=16&px=3,Maersk Tankers India Private Limited,https://www.naukri.com/maersktankersindiaprivatelimited-jobs-careers-3915360,4-7 Yrs,Not disclosed,Mumbai,Data Science|Data Modeling|Python|Root Cause Analysis|Azure|Energy Management|Artificial Intelligence|Machine Learning,1 Day Ago
Data Scientist,https://www.naukri.com/job-listings-data-scientist-malabar-gold-pvt-ltd-calicut-kozhikode-5-to-7-years-270121001042?src=jobsearchDesk&sid=16233957827611842_2&xp=17&px=3,MALABAR GOLD PVT LTD,https://www.naukri.com/malabar-gold-jobs-careers-832919,5-7 Yrs,Not disclosed,Calicut/Kozhikode,Data Science|ann|r|Statistical Modeling|Data Modeling|Decision Trees|Machine Learning|Python,1 Day Ago
Data Scientist -  Python/Big Data/Azure Cognitive Services,https://www.naukri.com/job-listings-data-scientist-python-big-data-azure-cognitive-services-esoteky-solutions-private-limited-hyderabad-secunderabad-5-to-10-years-261120906782?src=jobsearchDesk&sid=16233957827611842_2&xp=18&px=3,EsoTeky Solutions Private Limited,https://www.naukri.com/premium-jobs-jobs-careers-678662,5-10 Yrs,Not disclosed,Hyderabad,IT Skills|Python|Machine Learning|Cloud|Big Data|Azure|Data Science|R,1 Day Ago
Senior Data Scientist - Machine Learning/Hadoop,https://www.naukri.com/job-listings-senior-data-scientist-machine-learning-hadoop-decision-point-gurgaon-gurugram-2-to-7-years-250321900234?src=jobsearchDesk&sid=16233957827611842_2&xp=19&px=3,Decision Point,https://www.naukri.com/premium-jobs-jobs-careers-678662,2-7 Yrs,Not disclosed,Gurgaon,IT Skills|Java|Python|Data Science|Machine Learning|RDBMS|Data Scientist|Hadoop,1 Day Ago
Senior Devops Engineer,https://www.naukri.com/job-listings-senior-devops-engineer-comcast-india-engineering-center-i-llp-chennai-8-to-12-years-110621000338?src=jobsearchDesk&sid=16233957827611842_2&xp=20&px=3,Comcast India Engineering Center,https://www.naukri.com/comcast-india-engineering-center-jobs-careers-3876686,8-12 Yrs,Not disclosed,Chennai,Docker|Linux|Python|Data Science|Bash|Logstash|Protocol Buffers|ETL,Few Hours Ago
Data Engineering Lead at Kolkata,https://www.naukri.com/job-listings-data-engineering-lead-at-kolkata-exide-industries-ltd-kolkata-5-to-10-years-110521003442?src=jobsearchDesk&sid=16233957827611842_3&xp=1&px=4,EXIDE INDUSTRIES LTD,https://www.naukri.com/exide-industries-jobs-careers-414,5-10 Yrs,Not disclosed,Kolkata,Data Science|Design Development|Big Data|Database Design|Data Processing|ETL|Data Integration,2 Days Ago
Technical Squad Leader,https://www.naukri.com/job-listings-technical-squad-leader-ibm-india-pvt-limited-noida-10-to-15-years-100621906906?src=jobsearchDesk&sid=16233957827611842_3&xp=2&px=4,IBM India Pvt. Limited,https://www.naukri.com/ibm-india-jobs-careers-16987,10-15 Yrs,Not disclosed,Noida,IT Skills|Python|Data Science|Machine Learning|Cloud|B2B|Maximo|Technical leadership,1 Day Ago
Machine Learning Expert,https://www.naukri.com/job-listings-machine-learning-expert-dsm-shared-services-india-p-ltd-hyderabad-secunderabad-4-to-9-years-100621005393?src=jobsearchDesk&sid=16233957827611842_3&xp=3&px=4,DSM Shared Services India (P) Ltd.,https://www.naukri.com/dsm-shared-services-india-jobs-careers-737053,4-9 Yrs,"5,00,000 - 15,00,000 PA.",Hyderabad,Data Science|Artificial Intelligence|Machine Learning|Java|R|Algorithms|Statistical Analysis|Statistics,1 Day Ago
Machine Learning Specialist (Contact-anniep@caspex.com),https://www.naukri.com/job-listings-machine-learning-specialist-contact-anniep-caspex-com-caspex-tech-llp-hyderabad-secunderabad-10-to-16-years-090621008465?src=jobsearchDesk&sid=16233957827611842_3&xp=4&px=4,Caspex Tech LLP,https://www.naukri.com/caspex-tech-jobs-careers-5351782,10-16 Yrs,Not disclosed,Hyderabad,Data Science|R|Data Manipulation|Artificial Intelligence|Neural Networks|SVM|Machine Learning|Statistical Analysis,1 Day Ago
Java Developer,https://www.naukri.com/job-listings-java-developer-mindtree-limited-chennai-4-to-9-years-090621008384?src=jobsearchDesk&sid=16233957827611842_3&xp=5&px=4,Mindtree Limited,https://www.naukri.com/mindtree-jobs-careers-63124,4-9 Yrs,Not disclosed,Chennai,Java|Core Java|J2Ee|Java Servlets|Data Science|Design Development|Swing|Problem Solving,1 Day Ago
Data Scientist - Dash,https://www.naukri.com/job-listings-data-scientist-dash-valuelabs-llp-hyderabad-secunderabad-5-to-10-years-090621005729?src=jobsearchDesk&sid=16233957827611842_3&xp=6&px=4,ValueLabs LLP,https://www.naukri.com/valuelabs-jobs-careers-9335,5-10 Yrs,"13,00,000 - 23,00,000 PA.",Hyderabad,Tensorflow|Pytorch|Data Science|Pyspark|Dash|Django|Spark|Python,1 Day Ago
BI Manager ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,https://www.naukri.com/job-listings-bi-manager-reporting-and-analytics-ivy-software-development-services-pvt-ltd-hyderabad-secunderabad-11-to-16-years-090621005118?src=jobsearchDesk&sid=16233957827611842_3&xp=7&px=4,IVY SOFTWARE DEVELOPMENT SERVICES PVT LTD,https://www.naukri.com/ivy-development-services-jobs-careers-12380,11-16 Yrs,Not disclosed,Hyderabad,Data Science|SnowFlake|MSTR|Business Intelligence|Rapid Miner|Tableau.|KNIME|Data Analytics,1 Day Ago
Data Scientist For US based IT company-Gurgaon,https://www.naukri.com/job-listings-data-scientist-for-us-based-it-company-gurgaon-t-genies-india-private-limited-gurgaon-gurugram-delhi-ncr-6-to-10-years-060521002165?src=jobsearchDesk&sid=16233957827611842_3&xp=8&px=4,T-GENIES (INDIA) PRIVATE LIMITED,https://www.naukri.com/t-genies-india-jobs-careers-5553448,6-10 Yrs,Not disclosed,"Gurgaon, Delhi / NCR",Machine Learning|Data Science|Statistical Modeling|Python|Predictive Analytics,1 Day Ago
Virtual Interview For DataScience Profesionals on 12th June @ GD(Hyd),https://www.naukri.com/job-listings-virtual-interview-for-datascience-profesionals-on-12th-june-gd-hyd-globaldata-hyderabad-secunderabad-4-to-9-years-030621006033?src=jobsearchDesk&sid=16233957827611842_3&xp=9&px=4,GlobalData,https://www.naukri.com/globaldata-jobs-careers-610735,4-9 Yrs,Not disclosed,Hyderabad(Kondapur),Pandas|Machine learning|PyTorch|Keras|scikit|deep learning|LSTMs|Python,2 Days Ago
Business Intelligence Developer - ETL/Python/Redshift,https://www.naukri.com/job-listings-business-intelligence-developer-etl-python-redshift-finxera-chandigarh-3-to-8-years-020421906649?src=jobsearchDesk&sid=16233957827611842_3&xp=10&px=4,Finxera,https://www.naukri.com/premium-jobs-jobs-careers-678662,3-8 Yrs,Not disclosed,Chandigarh,PLSQL|Python|Quick Sight|MySQL|Data modeling|Power BI|SiSense|Mongo DB,1 Day Ago
Data Scientist - KPO - IIT/NIT/BITS,https://www.naukri.com/job-listings-data-scientist-kpo-iit-nit-bits-talentco-search-pvt-ltd-mumbai-bangalore-bengaluru-delhi-ncr-2-to-7-years-300321902962?src=jobsearchDesk&sid=16233957827611842_3&xp=11&px=4,TalentCo Search Pvt Ltd,https://www.naukri.com/premium-jobs-careers-852658,2-7 Yrs,Not disclosed,"Mumbai, Bangalore, Delhi NCR",machine learning|R|Python|Data Science|Bayesian methods|Data Scientist|Data Management|Data Analytics,1 Day Ago
Data Scientist - Algorithm/ Machine Learning,https://www.naukri.com/job-listings-data-scientist-algorithm-machine-learning-ally-executive-hr-consulting-partner-bangalore-bengaluru-6-to-9-years-300920903479?src=jobsearchDesk&sid=16233957827611842_3&xp=12&px=4,Ally -eXecutive HR Consulting Partner,https://www.naukri.com/premium-jobs-careers-852658,6-9 Yrs,Not disclosed,Bangalore,SPARK|BIG DATA|learning|CI / CD|RNN|AWS|TensorFlow|neural network,1 Day Ago
AVP/Senior/AVP- Digital Analytics+ Retail Analytics- KPO - IIT/IIM/ISI,https://www.naukri.com/job-listings-avp-senior-avp-digital-analytics-retail-analytics-kpo-iit-iim-isi-huquo-consulting-pvt-ltd-bangalore-bengaluru-10-to-15-years-291220902301?src=jobsearchDesk&sid=16233957827611842_3&xp=13&px=4,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,10-15 Yrs,Not disclosed,Bangalore,Data Science|Digital Analytics|SAS|Retail Analytics|Web Analytics|Machine Learning|Statistics|Analytics,1 Day Ago
Data Scientist - KPO,https://www.naukri.com/job-listings-data-scientist-kpo-antrors-hr-solutions-bangalore-bengaluru-2-to-5-years-190620902010?src=jobsearchDesk&sid=16233957827611842_3&xp=14&px=4,Antrors HR Solutions,https://www.naukri.com/premium-jobs-careers-852658,2-5 Yrs,Not disclosed,Bangalore,Data Science|Predictive Modeling|NLP|Data Scientist|Artificial Intelligence|Data Management|Statistical Modeling|Data Modeling,1 Day Ago
Lead AI Engineer,https://www.naukri.com/job-listings-lead-ai-engineer-bion-bangalore-bengaluru-4-to-8-years-110621902927?src=jobsearchDesk&sid=16233957827611842_3&xp=15&px=4,Bion,https://www.naukri.com/premium-jobs-careers-852658,4-8 Yrs,Not disclosed,Bangalore,IT Skills|Java|Python|Machine Learning|Big Data|Data Science|SciPy|PyTorch,Just Now
Machine Learning Lead / Data Scientist ML Lead,https://www.naukri.com/job-listings-machine-learning-lead-data-scientist-ml-lead-mintfin-solutions-hyderabad-secunderabad-bangalore-bengaluru-6-to-11-years-100621904301?src=jobsearchDesk&sid=16233957827611842_3&xp=16&px=4,MintFin Solutions,https://www.naukri.com/premium-services-jobs-careers-1308204,6-11 Yrs,Not disclosed,"Hyderabad, Bangalore",simulation|Data Science|forecasting|Logistic Regression|Linear Optimization|Forecasting|Random Forests|Decision trees,1 Day Ago
Principal Data Engineer,https://www.naukri.com/job-listings-principal-data-engineer-success-booster-bangalore-bengaluru-10-to-15-years-100621007204?src=jobsearchDesk&sid=16233957827611842_3&xp=17&px=4,Success Booster,https://www.naukri.com/success-booster-jobs-careers-2761232,10-15 Yrs,Not disclosed,Bangalore,Data Science|Front End|Cloud|Azure Data Lake|Data Warehousing|Data Acquisition,1 Day Ago
Principal Data Scientist,https://www.naukri.com/job-listings-principal-data-scientist-success-booster-bangalore-bengaluru-10-to-19-years-100621006601?src=jobsearchDesk&sid=16233957827611842_3&xp=18&px=4,Success Booster,https://www.naukri.com/success-booster-jobs-careers-2761232,10-19 Yrs,Not disclosed,Bangalore,Data Science|Machine Learning|AWS|Software Engineering|Healthcare|DS,1 Day Ago
FullStack Lead,https://www.naukri.com/job-listings-fullstack-lead-bion-bangalore-bengaluru-5-to-8-years-090621908152?src=jobsearchDesk&sid=16233957827611842_3&xp=19&px=4,Bion,https://www.naukri.com/premium-jobs-careers-852658,5-8 Yrs,Not disclosed,Bangalore,IT Skills|Python|Data Science|Angular Js|continuous integration|Cassandra|Python|PostgreSQL,1 Day Ago
Lead Data Scientist,https://www.naukri.com/job-listings-lead-data-scientist-bion-bangalore-bengaluru-2-to-5-years-090621908150?src=jobsearchDesk&sid=16233957827611842_3&xp=20&px=4,Bion,https://www.naukri.com/premium-jobs-careers-852658,2-5 Yrs,Not disclosed,Bangalore,IT Skills|Testing|Machine Learning|Data Science|Pattern Recognition|Image Processing|Computer Science|AI,1 Day Ago
Immediate Joiners/June Joiners_AWS+Python with a leading IT MNC,https://www.naukri.com/job-listings-immediate-joiners-june-joiners-aws-python-with-a-leading-it-mnc-winfort-services-pvt-ltd-hyderabad-secunderabad-chennai-bangalore-bengaluru-2-to-7-years-090621000491?src=jobsearchDesk&sid=16233957827611842_4&xp=1&px=5,Winfort Services Pvt ltd,https://www.naukri.com/winfort-services-jobs-careers-7314,2-7 Yrs,Not disclosed,"Hyderabad, Chennai, Bangalore",AWS S3|Python|Communication|Athena|Redshift|Glue|analytical|Coding,2 Days Ago
Data Scientist / Machine Learning Specialist - R/SQL/Python,https://www.naukri.com/job-listings-data-scientist-machine-learning-specialist-r-sql-python-marketscope-pune-4-to-9-years-211120902237?src=jobsearchDesk&sid=16233957827611842_4&xp=2&px=5,MarketScope,https://www.naukri.com/premium-jobs-careers-852658,4-9 Yrs,Not disclosed,Pune,R|SQL Server|Azure ML|communication|Analytical|TensorFlow|Azure Cognitive Services|Python,1 Day Ago
Analytics Engineer - Machine Learning,https://www.naukri.com/job-listings-analytics-engineer-machine-learning-yogy-hr-solutions-mumbai-2-to-6-years-110221901216?src=jobsearchDesk&sid=16233957827611842_4&xp=3&px=5,Yogy HR Solutions,https://www.naukri.com/premium-jobs-careers-852658,2-6 Yrs,Not disclosed,Mumbai,Learning|algorithms|Data Science|Statistical Modeling|Machine Learning|Analytics|Python|Predictive Analytics,1 Day Ago
Junior Data Scientist with Python Expertise,https://www.naukri.com/job-listings-junior-data-scientist-with-python-expertise-india-israel-innovation-hub-teamscale-satc-marketing-india-pvt-ltd-gurgaon-gurugram-2-to-7-years-250521004563?src=jobsearchDesk&sid=16233957827611842_4&xp=4&px=5,India-Israel Innovation HUB-TeamScale- SATC Marketing India Pvt Ltd,https://www.naukri.com/satc-marketing-india-jobs-careers-719557,2-7 Yrs,"9,00,000 - 18,00,000 PA.",Gurgaon(Udyog Vihar),communication|machine learning|Python|IT Skills|Data Science|Analytical Chemistry|Algorithms|Artificial Intelligence,
Data Scientist Professional,https://www.naukri.com/job-listings-data-scientist-professional-sutherland-global-services-private-limited-hyderabad-secunderabad-4-to-8-years-090621002593?src=jobsearchDesk&sid=16233957827611842_4&xp=5&px=5,Sutherland Global Services Private Limited,https://www.naukri.com/sutherland-global-services-jobs-careers-1188,4-8 Yrs,Not disclosed,Hyderabad,communication|R|SAS|SQL|Python|Text Analytics|analytical|Data Science,1 Day Ago
Associate Consultant - RWE,https://www.naukri.com/job-listings-associate-consultant-rwe-uberlife-consulting-private-limited-gurgaon-gurugram-1-to-4-years-110621000510?src=jobsearchDesk&sid=16233957827611842_4&xp=6&px=5,Uberlife Consulting Private Limited,https://www.naukri.com/uberlife-consulting-jobs-careers-236309,1-4 Yrs,"8,50,000 - 10,00,000 PA.",Gurgaon,R|real world evidence|SQL|Data Science|Life Sciences|Health Economics|RWE|Advanced Analytics,Few Hours Ago
Python Data Scientist - Banking/Retail Domain - IIT/IIM/ISI/DSE,https://www.naukri.com/job-listings-python-data-scientist-banking-retail-domain-iit-iim-isi-dse-huquo-consulting-pvt-ltd-delhi-ncr-1-to-5-years-091020903615?src=jobsearchDesk&sid=16233957827611842_4&xp=7&px=5,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,1-5 Yrs,Not disclosed,Delhi / NCR,Data Science|NLP|SAS|Data Scientist|Data Management|Data Analytics|Statistics|Analytics,1 Day Ago
Data Scientist,https://www.naukri.com/job-listings-data-scientist-placewell-consultants-mumbai-gurgaon-gurugram-bangalore-bengaluru-3-to-8-years-090621000672?src=jobsearchDesk&sid=16233957827611842_4&xp=8&px=5,Placewell Consultants,https://www.naukri.com/placewell-consultants-jobs-careers-108573,3-8 Yrs,Not disclosed,"Mumbai, Gurgaon, Bangalore",Data Science|R|NLP|Sas|Statistical Simulation / Regression Modeling|Machine Learning|ML|Python,2 Days Ago
Data Scientist - IT,https://www.naukri.com/job-listings-data-scientist-it-e-hireo-global-pvt-ltd-gurgaon-gurugram-4-to-9-years-250820900870?src=jobsearchDesk&sid=16233957827611842_4&xp=9&px=5,e-Hireo Global Pvt Ltd,https://www.naukri.com/premium-jobs-careers-852658,4-9 Yrs,Not disclosed,Gurgaon,learning|R|Python|IT Skills|Machine Learning|Data Science|Data Scientist|Data Management,1 Day Ago
Data Scientist/ Machine Learning Specialist - R/ SQL/ Python,https://www.naukri.com/job-listings-data-scientist-machine-learning-specialist-r-sql-python-marketscope-pune-4-to-9-years-211120904307?src=jobsearchDesk&sid=16233957827611842_4&xp=10&px=5,MarketScope,https://www.naukri.com/premium-jobs-careers-852658,4-9 Yrs,Not disclosed,Pune,communication|TensorFlow|R|SQL Server|Azure ML|Python|Analytical|Azure Cognitive Services,1 Day Ago
Senior Data Scientist - Machine Learning,https://www.naukri.com/job-listings-senior-data-scientist-machine-learning-marketscope-delhi-ncr-5-to-8-years-200421909957?src=jobsearchDesk&sid=16233957827611842_4&xp=11&px=5,MarketScope,https://www.naukri.com/premium-jobs-careers-852658,5-8 Yrs,Not disclosed,Delhi / NCR,Unix scripting|Java|Scala|Linux|R|machine learning|Python|IT Skills,1 Day Ago
Senior Data Scientist - Product Development Firm - IIT/ NIT/ BITS,https://www.naukri.com/job-listings-senior-data-scientist-product-development-firm-iit-nit-bits-huquo-consulting-pvt-ltd-gurgaon-gurugram-delhi-ncr-5-to-10-years-140221900583?src=jobsearchDesk&sid=16233957827611842_4&xp=12&px=5,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,5-10 Yrs,Not disclosed,"Gurgaon, Delhi / NCR",Data Science|NLP|Data Scientist|Data Management|Data Modeling|Data Analytics|Machine Learning|Analytics,1 Day Ago
Data Scientist - KPO,https://www.naukri.com/job-listings-data-scientist-kpo-novotree-minds-consulting-pvt-ltd-gurgaon-gurugram-4-to-8-years-131020905543?src=jobsearchDesk&sid=16233957827611842_4&xp=13&px=5,NovoTree Minds Consulting Pvt. Ltd.,https://www.naukri.com/premium-jobs-careers-852658,4-8 Yrs,Not disclosed,Gurgaon,Data Science|NLP|Data Scientist|Data Management|Statistical Modeling|Big Data|Machine Learning|SQL,1 Day Ago
Senior Manager - Delivery Management,https://www.naukri.com/job-listings-senior-manager-delivery-management-huquo-consulting-pvt-ltd-gurgaon-gurugram-7-to-10-years-130221902305?src=jobsearchDesk&sid=16233957827611842_4&xp=14&px=5,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,7-10 Yrs,Not disclosed,Gurgaon,IT Skills|Testing|Data Science|R|analytical|Data Warehouse|UAT|Delivery Management,1 Day Ago
Manager - Data Scientist/Python - KPO,https://www.naukri.com/job-listings-manager-data-scientist-python-kpo-huquo-consulting-pvt-ltd-gurgaon-gurugram-5-to-8-years-121020900785?src=jobsearchDesk&sid=16233957827611842_4&xp=15&px=5,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,5-8 Yrs,Not disclosed,Gurgaon,Data Science|NLP|Retail Analytics|Data Scientist|Text Mining|Statistics|Python|ML,1 Day Ago
Data Scientist (NLP + AWS),https://www.naukri.com/job-listings-data-scientist-nlp-aws-niftel-communications-private-limited-noida-ludhiana-chandigarh-lucknow-gurgaon-gurugram-delhi-ncr-2-to-7-years-100621006277?src=jobsearchDesk&sid=16233957827611842_4&xp=16&px=5,NIFTEL COMMUNICATIONS PRIVATE LIMITED,https://www.naukri.com/niftel-communications-jobs-careers-5795124,2-7 Yrs,Not disclosed,"Noida, Ludhiana, Chandigarh, Lucknow, Gurgaon, Delhi / NCR",Sage Maker|NLP|Pandas|Jupyter|Machine Learning|Python|AWS|Glue Lambdas,1 Day Ago
Data Scientist  - Ecommerce vertical (Africa location),https://www.naukri.com/job-listings-data-scientist-ecommerce-vertical-africa-location-time-legend-it-and-hr-consulting-solutions-pvt-ltd-kenya-africa-3-to-8-years-090621005803?src=jobsearchDesk&sid=16233957827611842_4&xp=17&px=5,Time Legend IT and HR Consulting Solutions Pvt Ltd,https://www.naukri.com/time-legend-it-and-hr-consulting-solutions-jobs-careers-650241,3-8 Yrs,Not disclosed,"Kenya, Africa",R|python|Machine learning|Data science|SQL,1 Day Ago
